oaptlocation,destname,daptlocation,oname,dname,tbl,y,quart,origincty,destcty,originname,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs,x
"Houston, TX","Sacramento, CA","Sacramento, CA","Houston, TX","Sacramento, CA",Table 1,0,20133,31453,33192,"Houston, TX",1624,263.8043478,331.6161187,UA,47.63081994,359.504628,WN,35.68191183,298.6643764,798,0
"Santa Ana, CA","Memphis, TN","Memphis, TN","Los Angeles, CA (Metro Area)","Memphis, TN",Table 1,0,20133,32575,33244,"Los Angeles, CA (Metro Area)",1619,310.2173913,315.8780238,DL,55.71128241,318.1194969,FL,10.37140855,270.1089189,799,24
"Albany, NY","Denver, CO","Denver, CO","Albany, NY","Denver, CO",Table 1,0,20133,30257,30325,"Albany, NY",1610,172.2826087,294.4167886,WN,52.93375394,281.8546007,WN,52.93375394,281.8546007,800,0
"Santa Ana, CA","New Orleans, LA","New Orleans, LA","Los Angeles, CA (Metro Area)","New Orleans, LA",Table 1,0,20133,32575,33495,"Los Angeles, CA (Metro Area)",1670,817.5,277.3256043,DL,34.10450738,286.4541248,WN,28.57332802,261.7164076,801,24
"St. Louis, MO","Sacramento, CA","Sacramento, CA","St. Louis, MO","Sacramento, CA",Table 1,0,20133,31123,33192,"St. Louis, MO",1679,170.9782609,270.9132867,WN,57.08836618,253.2345768,DL,18.18181818,249.6547203,802,0
"Las Vegas, NV","Cincinnati, OH","Cincinnati, KY","Las Vegas, NV","Cincinnati, KY",Table 1,0,20133,32211,33105,"Las Vegas, NV",1678,238.3695652,270.6195349,DL,75.42179663,274.6525816,F9,10.94391245,194.6863333,803,0
"New York, NY","San Antonio, TX","San Antonio, TX","New York City, NY (Metro Area)","San Antonio, TX",Table 1,0,20133,31703,33214,"New York City, NY (Metro Area)",1624,676.8478261,269.9333933,DL,27.79829774,263.1041248,WN,18.03436647,214.4838914,804,
"Albuquerque, NM","Washington, DC (Metro Area)","Washington, VA","Albuquerque, NM","Washington, DC (Metro Area)",Table 1,23,20133,30140,30852,"Albuquerque, NM",1670,597.3913044,269.8253057,WN,54.07569141,237.8400067,WN,54.07569141,237.8400067,805,0
"Denver, CO","Hartford, CT","Hartford, CT","Denver, CO","Hartford, CT",Table 1,0,20133,30325,30529,"Denver, CO",1671,340.6521739,269.7894161,WN,52.68028079,266.0777105,DL,19.11295469,245.4706344,806,0
"Birmingham, AL","Las Vegas, NV","Las Vegas, NV","Birmingham, AL","Las Vegas, NV",Table 1,0,20133,30599,32211,"Birmingham, AL",1618,165.9782609,267.7609037,WN,70.53045187,264.9275395,WN,70.53045187,264.9275395,807,0
"Seattle, WA","Milwaukee, WI","Milwaukee, WI","Seattle, WA","Milwaukee, WI",Table 1,0,20133,30559,33342,"Seattle, WA",1694,324.1304348,258.8235748,WN,53.25285044,257.5667443,F9,12.30717639,217.2248501,808,0
"Chicago, IL","Reno, NV","Reno, NV","Chicago, IL","Reno, NV",Table 1,0,20133,30977,34570,"Chicago, IL",1680,306.6304348,258.1359163,WN,46.86281461,243.786876,WN,46.86281461,243.786876,809,0
"Phoenix, AZ","Detroit, MI","Detroit, MI","Phoenix, AZ","Detroit, MI",Table 1,0,20133,30466,31295,"Phoenix, AZ",1671,832.6086957,256.746188,DL,47.21932115,252.4901438,WN,21.48825065,248.8232503,810,0
"Dallas, TX","Seattle, WA","Seattle, WA","Dallas, TX","Seattle, WA",Table 1,0,20133,30194,30559,"Dallas/Fort Worth, TX",1670,1503.26087,253.904927,AA,46.42805495,276.0858044,AS,31.98843095,232.0292609,811,0
"Phoenix, AZ","Columbus, OH","Columbus, OH","Phoenix, AZ","Columbus, OH",Table 1,0,20133,30466,31066,"Phoenix, AZ",1670,386.5217391,251.0634083,WN,39.31383577,248.2368169,DL,17.54780652,214.8396314,812,0
"Las Vegas, NV","Louisville, KY","Louisville, KY","Las Vegas, NV","Louisville, KY",Table 1,0,20133,32211,33044,"Las Vegas, NV",1624,243.2608696,247.8834093,WN,78.01608579,235.5186541,WN,78.01608579,235.5186541,813,0
"Providence, RI","Houston, TX","Houston, TX","Boston, MA (Metro Area)","Houston, TX",Table 1,0,20133,30721,31453,"Boston, MA (Metro Area)",1609,1330.978261,243.5177174,UA,51.84973459,280.1748732,B6,10.06941609,179.7400081,814,19
"Denver, CO","New York City, NY (Metro Area)","New York, NY","Denver, CO","New York City, NY (Metro Area)",Table 1,26,20133,30325,31703,"Denver, CO",1659,3657.608696,243.2439542,UA,40.40118871,290.1445149,F9,12.53194651,190.2911833,815,0
"Dallas, TX","Portland, OR","Portland, OR","Dallas, TX","Portland, OR",Table 1,0,20133,30194,34057,"Dallas/Fort Worth, TX",1626,692.5,240.8451703,AA,41.48485324,294.3121756,NK,22.35127923,134.8482444,816,0
"Austin, TX","Boston, MA (Metro Area)","Providence, RI","Austin, TX","Boston, MA (Metro Area)",Table 1,19,20133,30423,30721,"Austin, TX",1698,674.4565217,231.5533312,B6,26.65592264,260.3029867,UA,15.50362611,205.1690645,817,0
"Grand Rapids, MI","Las Vegas, NV","Las Vegas, NV","Grand Rapids, MI","Las Vegas, NV",Table 1,0,20133,31986,32211,"Grand Rapids, MI",1642,187.6086957,207.2640035,G4,46.6396292,137.3763975,G4,46.6396292,137.3763975,818,0
"Chicago, IL","Sacramento, CA","Sacramento, CA","Chicago, IL","Sacramento, CA",Table 1,0,20133,30977,33192,"Chicago, IL",1790,450.6521739,327.5044887,WN,43.00530632,296.4575659,WN,43.00530632,296.4575659,819,0
"St. Louis, MO","San Francisco, CA (Metro Area)","San Jose, CA","St. Louis, MO","San Francisco, CA (Metro Area)",Table 1,26,20133,31123,32457,"St. Louis, MO",1735,633.6956522,304.1346655,WN,39.39965695,278.6526339,WN,39.39965695,278.6526339,820,0
"Providence, RI","San Antonio, TX","San Antonio, TX","Boston, MA (Metro Area)","San Antonio, TX",Table 1,0,20133,30721,33214,"Boston, MA (Metro Area)",1764,277.9347826,294.4005945,WN,35.94055534,283.5875626,AA,21.74423152,281.6650719,821,19
"San Jose, CA","Madison, WI","Madison, WI","San Francisco, CA (Metro Area)","Madison, WI",Table 1,0,20133,32457,33485,"San Francisco, CA (Metro Area)",1772,205.8695652,290.5132788,DL,51.10876452,275.5722521,DL,51.10876452,275.5722521,822,26
"Phoenix, AZ","Charlotte, NC","Charlotte, NC","Phoenix, AZ","Charlotte, NC",Table 1,0,20133,30466,31057,"Phoenix, AZ",1773,381.3043478,288.9975656,US,44.78335234,394.8717505,DL,20.86659065,189.8976913,823,0
"Chicago, IL","Portland, OR","Portland, OR","Chicago, IL","Portland, OR",Table 1,0,20133,30977,34057,"Chicago, IL",1751,1072.173913,287.6944455,UA,28.68004866,336.8306504,WN,25.83130576,253.2388422,824,0
"St. Louis, MO","Portland, OR","Portland, OR","St. Louis, MO","Portland, OR",Table 1,0,20133,31123,34057,"St. Louis, MO",1708,214.1304348,285.7563553,WN,32.69035533,277.5568789,F9,13.40101523,240.581553,825,0
"Nashville, TN","Los Angeles, CA (Metro Area)","Santa Ana, CA","Nashville, TN","Los Angeles, CA (Metro Area)",Table 1,24,20133,30693,32575,"Nashville, TN",1797,915.326087,282.7506365,WN,42.00213751,277.094566,WN,42.00213751,277.094566,826,0
"Phoenix, AZ","Tampa, FL (Metro Area)","Tampa, FL","Phoenix, AZ","Tampa, FL (Metro Area)",Table 1,18,20133,30466,33195,"Phoenix, AZ",1788,321.4130435,280.1917552,WN,39.43185661,275.2399914,UA,11.39668583,224.9141246,827,0
"Indianapolis, IN","San Diego, CA","San Diego, CA","Indianapolis, IN","San Diego, CA",Table 1,0,20133,32337,33570,"Indianapolis, IN",1782,280,274.8895342,WN,36.41304348,266.4578358,F9,14.71273292,234.9850924,828,0
"El Paso, TX","Washington, DC (Metro Area)","Washington, VA","El Paso, TX","Washington, DC (Metro Area)",Table 1,23,20133,30615,30852,"El Paso, TX",1741,234.1304348,271.4890529,AA,35.79387187,285.9972374,WN,24.41968431,222.6608175,829,0
"Seattle, WA","Chicago, IL","Chicago, IL","Seattle, WA","Chicago, IL",Table 1,0,20133,30559,30977,"Seattle, WA",1733,2113.26087,269.3949964,AA,28.51558482,257.5386833,WN,19.56074478,245.8401578,830,0
"Milwaukee, WI","San Diego, CA","San Diego, CA","Milwaukee, WI","San Diego, CA",Table 1,0,20133,33342,33570,"Milwaukee, WI",1739,199.3478261,262.8614722,WN,44.49291167,254.7359681,F9,13.74045802,239.5126587,831,0
"Chicago, IL","Los Angeles, CA (Metro Area)","Santa Ana, CA","Chicago, IL","Los Angeles, CA (Metro Area)",Table 1,24,20133,30977,32575,"Chicago, IL",1750,5917.282609,262.7747723,UA,27.35171476,294.7823848,WN,23.60623818,233.6652883,832,0
"Nashville, TN","San Diego, CA","San Diego, CA","Nashville, TN","San Diego, CA",Table 1,0,20133,30693,33570,"Nashville, TN",1751,294.673913,261.6046772,WN,64.69937293,269.7026682,AA,13.02102545,244.8949009,833,0
"Seattle, WA","St. Louis, MO","St. Louis, MO","Seattle, WA","St. Louis, MO",Table 1,0,20133,30559,31123,"Seattle, WA",1709,589.1304348,260.6305461,WN,34.50184502,258.2707326,WN,34.50184502,258.2707326,834,0
"Phoenix, AZ","Cleveland, OH (Metro Area)","Cleveland, OH","Phoenix, AZ","Cleveland, OH (Metro Area)",Table 1,22,20133,30466,30647,"Phoenix, AZ",1754,381.8478261,258.2952405,UA,29.97438087,275.08132,DL,12.2687162,228.0194896,835,0
"Atlanta, GA","Las Vegas, NV","Las Vegas, NV","Atlanta, GA (Metro Area)","Las Vegas, NV",Table 1,0,20133,30397,32211,"Atlanta, GA (Metro Area)",1747,1235.434783,255.4007654,DL,65.8279078,264.3504317,WN,11.06809784,230.4150398,836,20
"Denver, CO","Boston, MA (Metro Area)","Providence, RI","Denver, CO","Boston, MA (Metro Area)",Table 1,19,20133,30325,30721,"Denver, CO",1754,2095.326087,255.1438191,WN,34.98988432,225.1660964,WN,34.98988432,225.1660964,837,0
"Chicago, IL","San Diego, CA","San Diego, CA","Chicago, IL","San Diego, CA",Table 1,0,20133,30977,33570,"Chicago, IL",1728,1667.934783,252.1225859,WN,35.29488433,234.6367781,WN,35.29488433,234.6367781,838,0
"Austin, TX","Seattle, WA","Seattle, WA","Austin, TX","Seattle, WA",Table 1,0,20133,30423,30559,"Austin, TX",1770,539.7826087,241.2450826,AS,41.66331051,245.8651571,WN,16.87474829,212.3872434,839,0
"Santa Ana, CA","Milwaukee, WI","Milwaukee, WI","Los Angeles, CA (Metro Area)","Milwaukee, WI",Table 1,0,20133,32575,33342,"Los Angeles, CA (Metro Area)",1756,771.0869565,233.947667,WN,55.61037497,218.6274474,WN,55.61037497,218.6274474,840,24
"Columbus, OH","Las Vegas, NV","Las Vegas, NV","Columbus, OH","Las Vegas, NV",Table 1,0,20133,31066,32211,"Columbus, OH",1771,513.8043478,227.8026275,WN,70.67907764,222.4514577,UA,4.823355194,211.4730702,841,0
"Austin, TX","Portland, OR","Portland, OR","Austin, TX","Portland, OR",Table 1,0,20133,30423,34057,"Austin, TX",1715,306.9565217,226.3333924,WN,33.25070822,237.6140469,UA,28.89518414,188.4186029,842,0
"Seattle, WA","San Antonio, TX","San Antonio, TX","Seattle, WA","San Antonio, TX",Table 1,0,20133,30559,33214,"Seattle, WA",1774,446.9565217,212.7059193,AS,47.71400778,201.2520285,AS,47.71400778,201.2520285,843,0
"Detroit, MI","Las Vegas, NV","Las Vegas, NV","Detroit, MI","Las Vegas, NV",Table 1,0,20133,31295,32211,"Detroit, MI",1749,1801.086957,195.314312,DL,48.1955341,230.4628425,NK,38.14121907,144.5363972,844,0
"Denver, CO","Miami, FL (Metro Area)","Fort Lauderdale, FL","Denver, CO","Miami, FL (Metro Area)",Table 1,18,20133,30325,32467,"Denver, CO",1709,1057.065217,191.616147,AA,21.75835476,222.2399149,NK,19.28020566,103.2681707,845,0
"Birmingham, AL","Los Angeles, CA (Metro Area)","Santa Ana, CA","Birmingham, AL","Los Angeles, CA (Metro Area)",Table 1,24,20133,30599,32575,"Birmingham, AL",1815,171.1956522,358.1553333,WN,39.68253968,331.788192,WN,39.68253968,331.788192,846,0
"Santa Ana, CA","Cincinnati, OH","Cincinnati, KY","Los Angeles, CA (Metro Area)","Cincinnati, KY",Table 1,0,20133,32575,33105,"Los Angeles, CA (Metro Area)",1900,413.1521739,354.1148882,DL,73.16495659,362.618835,F9,4.314654038,249.3509756,847,24
"Santa Ana, CA","Louisville, KY","Louisville, KY","Los Angeles, CA (Metro Area)","Louisville, KY",Table 1,0,20133,32575,33044,"Los Angeles, CA (Metro Area)",1843,255.4347826,340.0779106,WN,43.44680851,315.2093144,WN,43.44680851,315.2093144,848,24
"Houston, TX","Portland, OR","Portland, OR","Houston, TX","Portland, OR",Table 1,0,20133,31453,34057,"Houston, TX",1843,362.9347826,312.4609194,UA,54.47738844,342.2985212,WN,17.04103025,290.6623023,849,0
"Grand Rapids, MI","Los Angeles, CA (Metro Area)","Santa Ana, CA","Grand Rapids, MI","Los Angeles, CA (Metro Area)",Table 1,24,20133,31986,32575,"Grand Rapids, MI",1874,234.7826087,307.372037,DL,38.37962963,324.5194934,AA,17.63888889,305.1785564,850,0
"Washington, VA","Salt Lake City, UT","Salt Lake City, UT","Washington, DC (Metro Area)","Salt Lake City, UT",Table 1,0,20133,30852,34614,"Washington, DC (Metro Area)",1865,949.8913044,303.6064538,DL,52.60327269,323.9364825,WN,19.72765763,257.7179118,,
"Atlanta, GA","San Diego, CA","San Diego, CA","Atlanta, GA (Metro Area)","San Diego, CA",Table 1,0,20133,30397,33570,"Atlanta, GA (Metro Area)",1892,587.6086957,294.4184425,DL,67.35109138,307.9905109,WN,12.85608583,238.0881151,852,20
"Seattle, WA","Indianapolis, IN","Indianapolis, IN","Seattle, WA","Indianapolis, IN",Table 1,0,20133,30559,32337,"Seattle, WA",1866,301.8478261,291.7430501,DL,29.96038891,310.1823077,F9,19.30140439,245.7956716,853,0
"San Jose, CA","Memphis, TN","Memphis, TN","San Francisco, CA (Metro Area)","Memphis, TN",Table 1,0,20133,32457,33244,"San Francisco, CA (Metro Area)",1807,210.7608696,291.4477669,DL,45.59051057,301.1417647,AA,30.01547189,257.7502921,854,26
"Indianapolis, IN","Portland, OR","Portland, OR","Indianapolis, IN","Portland, OR",Table 1,0,20133,32337,34057,"Indianapolis, IN",1877,176.8478261,291.4456792,F9,27.59680393,259.2440757,F9,27.59680393,259.2440757,855,0
"Chicago, IL","San Francisco, CA (Metro Area)","San Jose, CA","Chicago, IL","San Francisco, CA (Metro Area)",Table 1,26,20133,30977,32457,"Chicago, IL",1855,4618.804348,285.9717469,UA,35.14461205,323.1633661,WN,21.67886475,248.34953,856,0
"Raleigh/Durham, NC","Salt Lake City, UT","Salt Lake City, UT","Raleigh/Durham, NC","Salt Lake City, UT",Table 1,0,20133,34492,34614,"Raleigh/Durham, NC",1823,166.7391304,285.4026402,DL,40.09126467,321.2635772,AA,11.01694915,247.5428402,857,0
"Seattle, WA","Houston, TX","Houston, TX","Seattle, WA","Houston, TX",Table 1,0,20133,30559,31453,"Seattle, WA",1894,981.4130435,284.4404995,UA,56.71724444,300.0134056,AS,16.87894562,253.1802559,858,0
"Phoenix, AZ","Orlando, FL","Orlando, FL","Phoenix, AZ","Orlando, FL",Table 1,0,20133,30466,31454,"Phoenix, AZ",1849,431.6304348,283.405729,US,41.67715941,291.7880786,WN,34.09720473,269.4191728,859,0
"Indianapolis, IN","Los Angeles, CA (Metro Area)","Santa Ana, CA","Indianapolis, IN","Los Angeles, CA (Metro Area)",Table 1,24,20133,32337,32575,"Indianapolis, IN",1814,765.8695652,276.0065683,WN,30.45699688,260.6055079,WN,30.45699688,260.6055079,860,
"Cleveland, OH","Las Vegas, NV","Las Vegas, NV","Cleveland, OH (Metro Area)","Las Vegas, NV",Table 1,0,20133,30647,32211,"Cleveland, OH (Metro Area)",1846,651.5217391,258.6841642,UA,48.6986987,287.1618945,WN,33.66700033,221.2396928,861,22
"Pittsburgh, PA","Phoenix, AZ","Phoenix, AZ","Pittsburgh, PA","Phoenix, AZ",Table 1,0,20133,30198,30466,"Pittsburgh, PA",1814,381.0869565,254.6582459,WN,39.96006845,246.3547752,DL,14.23274387,219.075491,862,0
"Phoenix, AZ","Raleigh/Durham, NC","Raleigh/Durham, NC","Phoenix, AZ","Raleigh/Durham, NC",Table 1,0,20133,30466,34492,"Phoenix, AZ",1891,255.8695652,250.8041079,WN,42.4808836,254.65235,DL,24.72387426,223.6543814,863,0
"San Jose, CA","Milwaukee, WI","Milwaukee, WI","San Francisco, CA (Metro Area)","Milwaukee, WI",Table 1,0,20133,32457,33342,"San Francisco, CA (Metro Area)",1845,665.326087,215.6675723,WN,60.31694168,209.5839843,UA,10.25976148,209.5051911,864,26
"Albuquerque, NM","New York City, NY (Metro Area)","New York, NY","Albuquerque, NM","New York City, NY (Metro Area)",Table 1,26,20133,30140,31703,"Albuquerque, NM",1861,558.4782609,206.1729739,B6,34.54651615,176.5333239,B6,34.54651615,176.5333239,865,
"New York, NY","Jackson, WY","Jackson, WY","New York City, NY (Metro Area)","Jackson, WY",Table 1,0,20133,31703,32441,"New York City, NY (Metro Area)",1925,182.9347826,431.8709982,UA,60.96256685,446.6888986,AA,12.53713607,360.2053555,866,26
"Philadelphia, PA","Salt Lake City, UT","Salt Lake City, UT","Philadelphia, PA","Salt Lake City, UT",Table 1,0,20133,34100,34614,"Philadelphia, PA",1927,266.8478261,351.8665214,DL,51.12016293,357.8341992,WN,10.95723014,305.5055019,867,0
"San Jose, CA","Louisville, KY","Louisville, KY","San Francisco, CA (Metro Area)","Louisville, KY",Table 1,0,20133,32457,33044,"San Francisco, CA (Metro Area)",1990,164.673913,351.2504026,WN,46.07260726,330.2252579,WN,46.07260726,330.2252579,868,26
"Seattle, WA","Detroit, MI","Detroit, MI","Seattle, WA","Detroit, MI",Table 1,0,20133,30559,31295,"Seattle, WA",1927,657.826087,326.8056395,DL,75.62789161,341.8040354,WN,10.14540648,247.000684,869,0
"Detroit, MI","Portland, OR","Portland, OR","Detroit, MI","Portland, OR",Table 1,0,20133,31295,34057,"Detroit, MI",1953,350.9782609,321.8932673,DL,60.26633633,346.2993782,WN,12.32579746,277.9868342,870,0
"Seattle, WA","Cincinnati, OH","Cincinnati, KY","Seattle, WA","Cincinnati, KY",Table 1,0,20133,30559,33105,"Seattle, WA",1965,227.9347826,317.7635527,DL,76.58559847,316.48,F9,6.342393896,234.6300752,871,0
"Nashville, TN","San Francisco, CA (Metro Area)","San Jose, CA","Nashville, TN","San Francisco, CA (Metro Area)",Table 1,26,20133,30693,32457,"Nashville, TN",1968,448.0434783,311.7468195,WN,49.75739932,296.2236373,WN,49.75739932,296.2236373,872,0
"Phoenix, AZ","Washington, DC (Metro Area)","Washington, VA","Phoenix, AZ","Washington, DC (Metro Area)",Table 1,23,20133,30466,30852,"Phoenix, AZ",1999,1177.282609,309.6659791,US,36.06315206,349.7190476,WN,34.02271258,273.966057,873,0
"Columbus, OH","Los Angeles, CA (Metro Area)","Santa Ana, CA","Columbus, OH","Los Angeles, CA (Metro Area)",Table 1,24,20133,31066,32575,"Columbus, OH",1995,562.9347826,306.6868063,WN,30.66229002,293.15517,WN,30.66229002,293.15517,874,0
"Grand Rapids, MI","San Francisco, CA (Metro Area)","San Jose, CA","Grand Rapids, MI","San Francisco, CA (Metro Area)",Table 1,26,20133,31986,32457,"Grand Rapids, MI",1966,165.326087,304.2759237,DL,37.01512163,304.2128419,DL,37.01512163,304.2128419,,
"Atlanta, GA","Los Angeles, CA (Metro Area)","Santa Ana, CA","Atlanta, GA (Metro Area)","Los Angeles, CA (Metro Area)",Table 1,24,20133,30397,32575,"Atlanta, GA (Metro Area)",1947,2543.804348,302.144458,DL,62.09460326,324.92846,WN,10.14827159,244.1,,
"San Jose, CA","New Orleans, LA","New Orleans, LA","San Francisco, CA (Metro Area)","New Orleans, LA",Table 1,0,20133,32457,33495,"San Francisco, CA (Metro Area)",1911,503.2608696,297.8301944,WN,39.6112311,277.8351254,WN,39.6112311,277.8351254,877,
"Nashville, TN","Portland, OR","Portland, OR","Nashville, TN","Portland, OR",Table 1,0,20133,30693,34057,"Nashville, TN",1973,169.5652174,295.6004295,WN,41.21794872,292.0237325,F9,18.01282051,258.757153,878,0
"Detroit, MI","Los Angeles, CA (Metro Area)","Santa Ana, CA","Detroit, MI","Los Angeles, CA (Metro Area)",Table 1,24,20133,31295,32575,"Detroit, MI",1979,1822.5,289.3167162,DL,50.8558478,338.9702029,NK,16.96785352,165.091645,879,0
"Jacksonville, FL","Las Vegas, NV","Las Vegas, NV","Jacksonville, FL","Las Vegas, NV",Table 1,0,20133,31136,32211,"Jacksonville, FL",1965,181.4130435,286.8949431,WN,39.90413421,277.4571472,WN,39.90413421,277.4571472,880,0
"Orlando, FL","Salt Lake City, UT","Salt Lake City, UT","Orlando, FL","Salt Lake City, UT",Table 1,0,20133,31454,34614,"Orlando, FL",1931,321.8478261,286.1819183,DL,52.04322864,328.6167099,F9,11.88787572,190.3259943,881,0
"Detroit, MI","San Diego, CA","San Diego, CA","Detroit, MI","San Diego, CA",Table 1,0,20133,31295,33570,"Detroit, MI",1956,551.1956522,282.3651804,DL,60.46144745,301.5639237,WN,19.66081641,225.8361083,882,0
"Indianapolis, IN","San Francisco, CA (Metro Area)","San Jose, CA","Indianapolis, IN","San Francisco, CA (Metro Area)",Table 1,26,20133,32337,32457,"Indianapolis, IN",1943,566.9565217,278.3783052,WN,28.08665644,273.644901,AA,11.86733129,251.6030372,,
"Phoenix, AZ","Miami, FL (Metro Area)","Fort Lauderdale, FL","Phoenix, AZ","Miami, FL (Metro Area)",Table 1,18,20133,30466,32467,"Phoenix, AZ",1972,442.2826087,273.5523298,AA,31.65396903,282.3035947,WN,16.61341853,269.6528402,884,0
"Tucson, AZ","Washington, DC (Metro Area)","Washington, VA","Tucson, AZ","Washington, DC (Metro Area)",Table 1,23,20133,30436,30852,"Tucson, AZ",1976,330.6521739,264.8190927,AA,53.05719921,246.5531908,WN,20.28270874,236.6645219,885,0
"Seattle, WA","Nashville, TN","Nashville, TN","Seattle, WA","Nashville, TN",Table 1,0,20133,30559,30693,"Seattle, WA",1978,391.7391304,263.5521754,WN,44.81132076,282.6784334,DL,26.88679245,239.4723117,886,0
"Charlotte, NC","Las Vegas, NV","Las Vegas, NV","Charlotte, NC","Las Vegas, NV",Table 1,0,20133,31057,32211,"Charlotte, NC",1916,595.326087,255.7216998,US,46.97827278,305.4864827,DL,27.95325908,201.7125996,887,0
"Phoenix, AZ","Buffalo, NY","Buffalo, NY","Phoenix, AZ","Buffalo, NY",Table 1,0,20133,30466,30792,"Phoenix, AZ",1912,229.5652174,254.6561222,WN,62.21590909,260.0347489,DL,16.66666667,222.6295455,888,0
"Las Vegas, NV","Tampa, FL (Metro Area)","Tampa, FL","Las Vegas, NV","Tampa, FL (Metro Area)",Table 1,18,20133,32211,33195,"Las Vegas, NV",1984,535,252.919358,WN,51.95042666,257.6204146,DL,15.78626575,241.8508108,889,0
"Dayton, OH","Los Angeles, CA (Metro Area)","Santa Ana, CA","Dayton, OH","Los Angeles, CA (Metro Area)",Table 1,24,20133,31267,32575,"Dayton, OH",1925,287.0652174,252.0771791,AA,28.89057175,253.9888598,UA,28.43619841,237.8594674,890,0
"Buffalo, NY","Las Vegas, NV","Las Vegas, NV","Buffalo, NY","Las Vegas, NV",Table 1,0,20133,30792,32211,"Buffalo, NY",1986,586.4130435,250.287088,WN,66.67284523,241.3482235,WN,66.67284523,241.3482235,891,0
"Albuquerque, NM","Boston, MA (Metro Area)","Providence, RI","Albuquerque, NM","Boston, MA (Metro Area)",Table 1,19,20133,30140,30721,"Albuquerque, NM",1974,315.8695652,242.5738025,WN,47.10942877,239.0867495,AA,28.21748107,217.2076829,892,0
"Pittsburgh, PA","Las Vegas, NV","Las Vegas, NV","Pittsburgh, PA","Las Vegas, NV",Table 1,0,20133,30198,32211,"Pittsburgh, PA",1910,688.3695652,215.6115269,WN,68.29306806,211.390185,WN,68.29306806,211.390185,893,0
"San Francisco, CA","Cincinnati, OH","Cincinnati, KY","San Francisco, CA (Metro Area)","Cincinnati, KY",Table 1,0,20133,32457,33105,"San Francisco, CA (Metro Area)",2036,325.7608696,335.7357858,DL,73.34000667,320.9926661,F9,3.169836503,269.6707368,89,
"Cleveland, OH","San Francisco, CA (Metro Area)","San Jose, CA","Cleveland, OH (Metro Area)","San Francisco, CA (Metro Area)",Table 1,26,20133,30647,32457,"Cleveland, OH (Metro Area)",2187,634.0217391,334.0826316,UA,65.64375107,354.1623139,WN,16.080918,,,
"Atlanta, GA","Sacramento, CA","Sacramento, CA","Atlanta, GA (Metro Area)","Sacramento, CA",Table 1,0,20133,30397,33192,"Atlanta, GA (Metro Area)",2092,289.0217391,334.0124069,DL,52.35050771,357.849648,WN,20.04512975,285.0836585,896,20
"Detroit, MI","San Francisco, CA (Metro Area)","San Jose, CA","Detroit, MI","San Francisco, CA (Metro Area)",Table 1,26,20133,31295,32457,"Detroit, MI",2079,1171.304348,327.2434401,DL,61.85040832,352.7748552,WN,12.53711953,285.1960622,897,0
"Charlotte, NC","Los Angeles, CA (Metro Area)","Santa Ana, CA","Charlotte, NC","Los Angeles, CA (Metro Area)",Table 1,24,20133,31057,32575,"Charlotte, NC",2125,878.0434783,325.8978002,US,46.53379549,386.4355228,DL,19.74498638,253.3889593,898,0
"Providence, RI","Salt Lake City, UT","Salt Lake City, UT","Boston, MA (Metro Area)","Salt Lake City, UT",Table 1,0,20133,30721,34614,"Boston, MA (Metro Area)",2105,557.3913044,325.779961,DL,54.97269891,363.0313551,WN,23.4399376,258.3449251,899,19
"Atlanta, GA","San Francisco, CA (Metro Area)","San Jose, CA","Atlanta, GA (Metro Area)","San Francisco, CA (Metro Area)",Table 1,26,20133,30397,32457,"Atlanta, GA (Metro Area)",2139,1693.478261,325.415165,DL,63.36970475,346.1293822,WN,12.86264442,255,,
"Pittsburgh, PA","Seattle, WA","Seattle, WA","Pittsburgh, PA","Seattle, WA",Table 1,0,20133,30198,30559,"Pittsburgh, PA",2125,233.5869565,324.1473709,UA,27.12889716,305.4176158,AA,10.88878548,292.6591453,901,0
"Atlanta, GA","Portland, OR","Portland, OR","Atlanta, GA (Metro Area)","Portland, OR",Table 1,0,20133,30397,34057,"Atlanta, GA (Metro Area)",2172,461.5217391,318.6928215,DL,58.26660386,356.8946241,AS,12.64719736,242.4638548,902,20
"Seattle, WA","Cleveland, OH (Metro Area)","Cleveland, OH","Seattle, WA","Cleveland, OH (Metro Area)",Table 1,22,20133,30559,30647,"Seattle, WA",2055,323.2608696,317.911234,UA,41.42568931,341.2406169,WN,19.60322798,261.4595369,903,0
"Cleveland, OH","Portland, OR","Portland, OR","Cleveland, OH (Metro Area)","Portland, OR",Table 1,0,20133,30647,34057,"Cleveland, OH (Metro Area)",2078,190.1086957,316.3694454,UA,53.97369926,327.0753602,WN,22.81303602,268.3687218,904,22
"Cleveland, OH","Los Angeles, CA (Metro Area)","Santa Ana, CA","Cleveland, OH (Metro Area)","Los Angeles, CA (Metro Area)",Table 1,24,20133,30647,32575,"Cleveland, OH (Metro Area)",2073,857.0652174,316.2955916,UA,60.78630311,335.2038348,WN,16.1192137,,,
"Charlotte, NC","San Diego, CA","San Diego, CA","Charlotte, NC","San Diego, CA",Table 1,0,20133,31057,33570,"Charlotte, NC",2077,250.1086957,313.0692004,US,46.89265537,359.9543188,DL,24.42416341,258.3984698,906,0
